payment_id,customer_id,payment_date,amount,payment_method,status,failure_reason,recovery_action,recovered,recovered_amount
PAY001599,CUST00309,2026-03-12,3611.22,wallet,failed,authentication_failed,reminder,True,3611.22
PAY001600,CUST00315,2026-03-12,1296.95,netbanking,success,,no_action,False,0.0
PAY001601,CUST00351,2026-03-12,16624.15,netbanking,success,,no_action,False,0.0
PAY001602,CUST00379,2026-03-12,13471.38,card,success,,no_action,False,0.0
PAY001603,CUST00387,2026-03-12,2540.75,wallet,failed,insufficient_funds,reminder,True,2540.75
PAY001604,CUST00392,2026-03-12,15777.86,wallet,success,,no_action,False,0.0
PAY001605,CUST00394,2026-03-12,19472.63,wallet,success,,no_action,False,0.0
PAY001606,CUST00407,2026-03-12,6762.67,wallet,success,,no_action,False,0.0
PAY001607,CUST00418,2026-03-12,13037.93,card,failed,network_error,retry,True,13037.93
PAY001608,CUST00419,2026-03-12,3886.26,card,failed,insufficient_funds,escalate,False,0.0
PAY001609,CUST00430,2026-03-12,9184.3,wallet,success,,no_action,False,0.0
PAY001610,CUST00433,2026-03-12,13400.37,upi,success,,no_action,False,0.0
PAY001611,CUST00440,2026-03-12,10271.69,wallet,success,,no_action,False,0.0
PAY001612,CUST00460,2026-03-12,8009.77,upi,success,,no_action,False,0.0
PAY001613,CUST00465,2026-03-12,9654.5,upi,success,,no_action,False,0.0
PAY001614,CUST00481,2026-03-12,2563.01,card,success,,no_action,False,0.0
PAY001615,CUST00486,2026-03-12,5202.77,card,success,,no_action,False,0.0
PAY001616,CUST00488,2026-03-12,5558.58,upi,success,,no_action,False,0.0
PAY001617,CUST00493,2026-03-12,18843.04,netbanking,failed,timeout,payment_link,False,0.0
PAY001618,CUST00495,2026-03-12,11046.97,netbanking,failed,network_error,retry,True,11046.97
PAY001619,CUST00505,2026-03-12,1647.26,card,success,,no_action,False,0.0
PAY001620,CUST00512,2026-03-12,8425.79,card,success,,no_action,False,0.0
PAY001621,CUST00513,2026-03-12,4470.34,netbanking,success,,no_action,False,0.0
PAY001622,CUST00514,2026-03-12,2640.17,netbanking,success,,no_action,False,0.0
PAY001623,CUST00540,2026-03-12,20173.99,wallet,success,,no_action,False,0.0
PAY001624,CUST00545,2026-03-12,17568.09,netbanking,failed,authentication_failed,escalate,True,17568.09
PAY001625,CUST00547,2026-03-12,5455.1,upi,failed,timeout,retry,True,5455.1
PAY001626,CUST00551,2026-03-12,4832.15,netbanking,failed,card_declined,escalate,False,0.0
PAY001627,CUST00554,2026-03-12,19932.7,card,success,,no_action,False,0.0
PAY001628,CUST00559,2026-03-12,1993.41,upi,success,,no_action,False,0.0
PAY001629,CUST00571,2026-03-12,3482.87,upi,success,,no_action,False,0.0
PAY001630,CUST00577,2026-03-12,994.06,netbanking,failed,network_error,reminder,True,994.06
PAY001631,CUST00603,2026-03-12,10673.66,upi,success,,no_action,False,0.0
PAY001632,CUST00605,2026-03-12,7125.24,upi,failed,card_declined,payment_link,True,7125.24
PAY001633,CUST00618,2026-03-12,2807.43,card,success,,no_action,False,0.0
PAY001634,CUST00620,2026-03-12,465.98,card,success,,no_action,False,0.0
PAY001635,CUST00626,2026-03-12,5590.35,wallet,success,,no_action,False,0.0
PAY001636,CUST00630,2026-03-12,3820.14,wallet,failed,authentication_failed,payment_link,True,3820.14
PAY001637,CUST00635,2026-03-12,3525.11,netbanking,failed,card_declined,payment_link,True,3525.11
PAY001638,CUST00637,2026-03-12,4942.12,netbanking,success,,no_action,False,0.0
PAY001639,CUST00644,2026-03-12,8482.69,card,failed,insufficient_funds,reminder,False,0.0
PAY001640,CUST00653,2026-03-12,5316.05,wallet,success,,no_action,False,0.0
PAY001641,CUST00690,2026-03-12,10832.9,netbanking,failed,expired_card,escalate,False,0.0
PAY001642,CUST00691,2026-03-12,15836.68,card,success,,no_action,False,0.0
PAY001643,CUST00696,2026-03-12,13849.47,netbanking,success,,no_action,False,0.0
PAY001644,CUST00698,2026-03-12,1282.94,card,success,,no_action,False,0.0
PAY001645,CUST00699,2026-03-12,3728.95,upi,success,,no_action,False,0.0
PAY001646,CUST00743,2026-03-12,21135.75,upi,success,,no_action,False,0.0
PAY001647,CUST00750,2026-03-12,7768.68,card,success,,no_action,False,0.0
PAY001648,CUST00806,2026-03-12,4582.78,wallet,success,,no_action,False,0.0
PAY001649,CUST00808,2026-03-12,18492.75,netbanking,failed,card_declined,reminder,True,18492.75
PAY001650,CUST00832,2026-03-12,3523.74,card,success,,no_action,False,0.0
PAY001651,CUST00871,2026-03-12,17696.52,netbanking,success,,no_action,False,0.0
PAY001652,CUST00874,2026-03-12,15029.89,wallet,failed,insufficient_funds,escalate,False,0.0
PAY001653,CUST00883,2026-03-12,9403.77,upi,success,,no_action,False,0.0
PAY001654,CUST00886,2026-03-12,14183.24,card,success,,no_action,False,0.0
PAY001655,CUST00892,2026-03-12,9974.38,netbanking,success,,no_action,False,0.0
PAY001656,CUST00902,2026-03-12,13779.85,upi,failed,authentication_failed,reminder,False,0.0
PAY001657,CUST00920,2026-03-12,12541.78,card,success,,no_action,False,0.0
PAY001658,CUST00934,2026-03-12,7794.95,wallet,failed,network_error,reminder,True,7794.95
PAY001659,CUST00939,2026-03-12,13240.99,upi,success,,no_action,False,0.0
PAY001660,CUST00945,2026-03-12,22315.9,netbanking,success,,no_action,False,0.0
PAY001661,CUST00947,2026-03-12,20239.05,netbanking,success,,no_action,False,0.0
PAY001662,CUST00951,2026-03-12,9739.06,netbanking,success,,no_action,False,0.0
PAY001663,CUST00953,2026-03-12,1920.96,netbanking,success,,no_action,False,0.0
PAY001664,CUST00967,2026-03-12,17571.31,netbanking,success,,no_action,False,0.0
PAY001665,CUST00968,2026-03-12,16562.24,card,failed,timeout,retry,True,16562.24
PAY001666,CUST00983,2026-03-12,14489.66,netbanking,success,,no_action,False,0.0
PAY001667,CUST00002,2026-03-13,14966.13,card,success,,no_action,False,0.0
PAY001668,CUST00004,2026-03-13,5971.68,netbanking,success,,no_action,False,0.0
PAY001669,CUST00011,2026-03-13,10560.51,upi,success,,no_action,False,0.0
PAY001670,CUST00019,2026-03-13,2729.91,upi,success,,no_action,False,0.0
PAY001671,CUST00021,2026-03-13,10618.82,card,failed,expired_card,reminder,True,10618.82
PAY001672,CUST00022,2026-03-13,9091.17,card,success,,no_action,False,0.0
PAY001673,CUST00024,2026-03-13,1949.62,wallet,success,,no_action,False,0.0
PAY001674,CUST00026,2026-03-13,13997.03,upi,failed,expired_card,escalate,True,13997.03
PAY001675,CUST00028,2026-03-13,9082.88,wallet,success,,no_action,False,0.0
PAY001676,CUST00031,2026-03-13,4480.65,wallet,success,,no_action,False,0.0
PAY001677,CUST00032,2026-03-13,9770.64,upi,success,,no_action,False,0.0
PAY001678,CUST00033,2026-03-13,7420.98,wallet,success,,no_action,False,0.0
PAY001679,CUST00034,2026-03-13,8975.82,card,success,,no_action,False,0.0
PAY001680,CUST00040,2026-03-13,7367.37,upi,failed,expired_card,escalate,True,7367.37
PAY001681,CUST00048,2026-03-13,10426.42,upi,success,,no_action,False,0.0
PAY001682,CUST00049,2026-03-13,12843.18,card,success,,no_action,False,0.0
PAY001683,CUST00054,2026-03-13,13268.16,upi,success,,no_action,False,0.0
PAY001684,CUST00059,2026-03-13,8482.36,card,success,,no_action,False,0.0
PAY001685,CUST00067,2026-03-13,9398.43,card,success,,no_action,False,0.0
PAY001686,CUST00074,2026-03-13,17931.13,upi,success,,no_action,False,0.0
PAY001687,CUST00084,2026-03-13,14575.11,wallet,success,,no_action,False,0.0
PAY001688,CUST00087,2026-03-13,20043.92,upi,success,,no_action,False,0.0
PAY001689,CUST00090,2026-03-13,5929.1,wallet,success,,no_action,False,0.0
PAY001690,CUST00093,2026-03-13,4710.6,upi,failed,network_error,escalate,False,0.0
PAY001691,CUST00095,2026-03-13,11190.28,netbanking,success,,no_action,False,0.0
PAY001692,CUST00106,2026-03-13,13287.66,wallet,success,,no_action,False,0.0
PAY001693,CUST00109,2026-03-13,11939.47,upi,success,,no_action,False,0.0
PAY001694,CUST00110,2026-03-13,12145.97,wallet,success,,no_action,False,0.0
PAY001695,CUST00112,2026-03-13,2954.16,card,success,,no_action,False,0.0
PAY001696,CUST00128,2026-03-13,13696.46,upi,success,,no_action,False,0.0
PAY001697,CUST00131,2026-03-13,16788.11,upi,success,,no_action,False,0.0
PAY001698,CUST00148,2026-03-13,3304.73,upi,success,,no_action,False,0.0
PAY001699,CUST00154,2026-03-13,6862.8,upi,failed,insufficient_funds,reminder,True,6862.8
PAY001700,CUST00156,2026-03-13,5055.02,upi,success,,no_action,False,0.0
PAY001701,CUST00159,2026-03-13,13984.5,upi,success,,no_action,False,0.0
PAY001702,CUST00162,2026-03-13,14696.65,upi,failed,timeout,retry,True,14696.65
PAY001703,CUST00169,2026-03-13,5264.09,card,success,,no_action,False,0.0
PAY001704,CUST00172,2026-03-13,11868.17,upi,success,,no_action,False,0.0
PAY001705,CUST00173,2026-03-13,23155.23,netbanking,success,,no_action,False,0.0
PAY001706,CUST00182,2026-03-13,25629.59,upi,success,,no_action,False,0.0
PAY001707,CUST00188,2026-03-13,22370.07,netbanking,success,,no_action,False,0.0
PAY001708,CUST00197,2026-03-13,7522.47,netbanking,success,,no_action,False,0.0
PAY001709,CUST00202,2026-03-13,7588.26,wallet,success,,no_action,False,0.0
PAY001710,CUST00207,2026-03-13,2569.45,wallet,success,,no_action,False,0.0
PAY001711,CUST00214,2026-03-13,20283.3,card,failed,expired_card,escalate,False,0.0
PAY001712,CUST00233,2026-03-13,5611.82,wallet,failed,timeout,payment_link,True,5611.82
PAY001713,CUST00238,2026-03-13,25289.63,wallet,success,,no_action,False,0.0
PAY001714,CUST00240,2026-03-13,12276.49,upi,success,,no_action,False,0.0
PAY001715,CUST00244,2026-03-13,17996.17,wallet,success,,no_action,False,0.0
PAY001716,CUST00246,2026-03-13,19654.83,wallet,failed,card_declined,reminder,True,19654.83
PAY001717,CUST00252,2026-03-13,983.09,upi,success,,no_action,False,0.0
PAY001718,CUST00262,2026-03-13,3542.4,card,success,,no_action,False,0.0
PAY001719,CUST00269,2026-03-13,18044.02,netbanking,success,,no_action,False,0.0
PAY001720,CUST00272,2026-03-13,14746.3,card,success,,no_action,False,0.0
PAY001721,CUST00277,2026-03-13,19018.6,netbanking,success,,no_action,False,0.0
PAY001722,CUST00288,2026-03-13,16579.35,wallet,success,,no_action,False,0.0
PAY001723,CUST00290,2026-03-13,17508.11,wallet,success,,no_action,False,0.0
PAY001724,CUST00301,2026-03-13,14539.29,upi,success,,no_action,False,0.0
PAY001725,CUST00303,2026-03-13,7974.49,netbanking,success,,no_action,False,0.0
PAY001726,CUST00306,2026-03-13,8817.26,wallet,failed,insufficient_funds,escalate,True,8817.26
PAY001727,CUST00329,2026-03-13,7315.12,wallet,success,,no_action,False,0.0
PAY001728,CUST00346,2026-03-13,13193.65,netbanking,success,,no_action,False,0.0
PAY001729,CUST00362,2026-03-13,23232.72,upi,failed,timeout,retry,True,23232.72
PAY001730,CUST00364,2026-03-13,16139.75,card,success,,no_action,False,0.0
PAY001731,CUST00365,2026-03-13,4195.86,netbanking,success,,no_action,False,0.0
PAY001732,CUST00368,2026-03-13,5851.03,card,success,,no_action,False,0.0
PAY001733,CUST00382,2026-03-13,12317.05,upi,success,,no_action,False,0.0
PAY001734,CUST00383,2026-03-13,18384.01,upi,success,,no_action,False,0.0
PAY001735,CUST00403,2026-03-13,446.75,card,success,,no_action,False,0.0
PAY001736,CUST00422,2026-03-13,9379.68,wallet,success,,no_action,False,0.0
PAY001737,CUST00423,2026-03-13,7047.62,card,success,,no_action,False,0.0
PAY001738,CUST00429,2026-03-13,1712.5,upi,success,,no_action,False,0.0
PAY001739,CUST00434,2026-03-13,17724.6,wallet,success,,no_action,False,0.0
PAY001740,CUST00442,2026-03-13,7818.87,upi,success,,no_action,False,0.0
PAY001741,CUST00445,2026-03-13,1242.96,card,success,,no_action,False,0.0
PAY001742,CUST00452,2026-03-13,12670.78,wallet,success,,no_action,False,0.0
PAY001743,CUST00454,2026-03-13,22911.46,card,success,,no_action,False,0.0
PAY001744,CUST00457,2026-03-13,906.06,card,success,,no_action,False,0.0
PAY001745,CUST00462,2026-03-13,5991.44,wallet,success,,no_action,False,0.0
PAY001746,CUST00468,2026-03-13,11391.26,upi,success,,no_action,False,0.0
PAY001747,CUST00471,2026-03-13,2398.43,netbanking,success,,no_action,False,0.0
PAY001748,CUST00472,2026-03-13,6751.12,wallet,success,,no_action,False,0.0
PAY001749,CUST00482,2026-03-13,2247.72,upi,success,,no_action,False,0.0
PAY001750,CUST00489,2026-03-13,2171.58,netbanking,success,,no_action,False,0.0
PAY001751,CUST00491,2026-03-13,4466.55,netbanking,success,,no_action,False,0.0
PAY001752,CUST00502,2026-03-13,2081.65,card,success,,no_action,False,0.0
PAY001753,CUST00503,2026-03-13,17596.77,upi,failed,insufficient_funds,reminder,True,17596.77
PAY001754,CUST00506,2026-03-13,11638.19,netbanking,failed,card_declined,reminder,True,11638.19
PAY001755,CUST00510,2026-03-13,11382.9,upi,success,,no_action,False,0.0
PAY001756,CUST00518,2026-03-13,18731.17,netbanking,failed,expired_card,reminder,True,18731.17
PAY001757,CUST00521,2026-03-13,6198.06,card,failed,card_declined,reminder,True,6198.06
PAY001758,CUST00524,2026-03-13,7712.92,netbanking,success,,no_action,False,0.0
PAY001759,CUST00530,2026-03-13,2223.71,card,failed,card_declined,payment_link,False,0.0
PAY001760,CUST00543,2026-03-13,9330.71,card,success,,no_action,False,0.0
PAY001761,CUST00544,2026-03-13,7278.71,netbanking,success,,no_action,False,0.0
PAY001762,CUST00546,2026-03-13,16220.63,wallet,success,,no_action,False,0.0
PAY001763,CUST00552,2026-03-13,5066.42,card,success,,no_action,False,0.0
PAY001764,CUST00563,2026-03-13,9222.15,card,failed,card_declined,reminder,True,9222.15
PAY001765,CUST00580,2026-03-13,5194.97,wallet,success,,no_action,False,0.0
PAY001766,CUST00583,2026-03-13,11904.41,upi,success,,no_action,False,0.0
PAY001767,CUST00584,2026-03-13,5846.18,upi,success,,no_action,False,0.0
PAY001768,CUST00601,2026-03-13,3581.67,card,success,,no_action,False,0.0
PAY001769,CUST00615,2026-03-13,4290.06,wallet,success,,no_action,False,0.0
PAY001770,CUST00617,2026-03-13,7868.21,card,success,,no_action,False,0.0
PAY001771,CUST00665,2026-03-13,23387.48,card,success,,no_action,False,0.0
PAY001772,CUST00676,2026-03-13,13620.77,netbanking,failed,card_declined,reminder,False,0.0
PAY001773,CUST00677,2026-03-13,11616.54,upi,success,,no_action,False,0.0
PAY001774,CUST00679,2026-03-13,11345.91,netbanking,success,,no_action,False,0.0
PAY001775,CUST00684,2026-03-13,24723.05,netbanking,failed,network_error,reminder,False,0.0
PAY001776,CUST00687,2026-03-13,1333.62,wallet,success,,no_action,False,0.0
PAY001777,CUST00688,2026-03-13,11221.82,card,success,,no_action,False,0.0
PAY001778,CUST00693,2026-03-13,10516.92,netbanking,success,,no_action,False,0.0
PAY001779,CUST00694,2026-03-13,1041.37,upi,success,,no_action,False,0.0
PAY001780,CUST00695,2026-03-13,9547.86,card,success,,no_action,False,0.0
PAY001781,CUST00704,2026-03-13,1198.93,card,success,,no_action,False,0.0
PAY001782,CUST00709,2026-03-13,5759.83,card,failed,authentication_failed,escalate,True,5759.83
PAY001783,CUST00719,2026-03-13,16406.49,wallet,success,,no_action,False,0.0
PAY001784,CUST00722,2026-03-13,8997.08,card,success,,no_action,False,0.0
PAY001785,CUST00725,2026-03-13,9782.87,wallet,success,,no_action,False,0.0
PAY001786,CUST00731,2026-03-13,10901.5,card,success,,no_action,False,0.0
PAY001787,CUST00733,2026-03-13,8169.06,netbanking,success,,no_action,False,0.0
PAY001788,CUST00734,2026-03-13,18847.1,upi,success,,no_action,False,0.0
PAY001789,CUST00747,2026-03-13,18624.92,netbanking,failed,network_error,payment_link,True,18624.92
PAY001790,CUST00748,2026-03-13,17691.11,card,success,,no_action,False,0.0
PAY001791,CUST00753,2026-03-13,2051.23,upi,success,,no_action,False,0.0
PAY001792,CUST00754,2026-03-13,1193.77,card,success,,no_action,False,0.0
PAY001793,CUST00762,2026-03-13,14651.53,netbanking,success,,no_action,False,0.0
PAY001794,CUST00773,2026-03-13,20846.16,upi,success,,no_action,False,0.0
PAY001795,CUST00775,2026-03-13,1090.95,card,success,,no_action,False,0.0
PAY001796,CUST00792,2026-03-13,21067.47,wallet,success,,no_action,False,0.0
PAY001797,CUST00793,2026-03-13,3403.09,netbanking,success,,no_action,False,0.0
PAY001798,CUST00799,2026-03-13,8002.64,wallet,success,,no_action,False,0.0
PAY001799,CUST00800,2026-03-13,9924.0,card,success,,no_action,False,0.0
PAY001800,CUST00802,2026-03-13,10430.94,upi,success,,no_action,False,0.0
PAY001801,CUST00804,2026-03-13,4519.65,wallet,failed,network_error,retry,False,0.0
PAY001802,CUST00818,2026-03-13,1908.66,wallet,failed,insufficient_funds,escalate,True,1908.66
PAY001803,CUST00821,2026-03-13,25007.58,upi,failed,network_error,reminder,True,25007.58
PAY001804,CUST00827,2026-03-13,16671.37,card,failed,network_error,retry,True,16671.37
PAY001805,CUST00828,2026-03-13,11305.85,card,failed,insufficient_funds,payment_link,True,11305.85
PAY001806,CUST00841,2026-03-13,15788.14,wallet,success,,no_action,False,0.0
PAY001807,CUST00868,2026-03-13,6909.43,card,failed,expired_card,reminder,True,6909.43
PAY001808,CUST00876,2026-03-13,14471.18,card,success,,no_action,False,0.0
PAY001809,CUST00879,2026-03-13,5867.49,netbanking,success,,no_action,False,0.0
PAY001810,CUST00880,2026-03-13,11309.3,netbanking,success,,no_action,False,0.0
PAY001811,CUST00893,2026-03-13,12676.46,upi,success,,no_action,False,0.0
PAY001812,CUST00895,2026-03-13,16415.43,card,failed,expired_card,reminder,True,16415.43
PAY001813,CUST00901,2026-03-13,2811.9,wallet,success,,no_action,False,0.0
PAY001814,CUST00906,2026-03-13,14852.9,wallet,success,,no_action,False,0.0
PAY001815,CUST00914,2026-03-13,7430.4,wallet,failed,network_error,retry,True,7430.4
PAY001816,CUST00919,2026-03-13,14871.04,netbanking,success,,no_action,False,0.0
PAY001817,CUST00946,2026-03-13,16477.41,upi,success,,no_action,False,0.0
PAY001818,CUST00952,2026-03-13,630.85,netbanking,failed,network_error,retry,True,630.85
PAY001819,CUST00957,2026-03-13,12574.78,upi,failed,network_error,retry,True,12574.78
PAY001820,CUST00959,2026-03-13,12931.2,netbanking,success,,no_action,False,0.0
PAY001821,CUST00969,2026-03-13,33055.03,wallet,failed,insufficient_funds,payment_link,False,0.0
PAY001822,CUST00970,2026-03-13,7401.51,netbanking,success,,no_action,False,0.0
PAY001823,CUST00980,2026-03-13,4009.05,upi,success,,no_action,False,0.0
PAY001824,CUST00985,2026-03-13,12517.9,wallet,success,,no_action,False,0.0
PAY001825,CUST00986,2026-03-13,8281.79,upi,success,,no_action,False,0.0
PAY001826,CUST00996,2026-03-13,18184.55,wallet,success,,no_action,False,0.0
PAY001827,CUST00003,2026-03-14,20193.22,card,success,,no_action,False,0.0
PAY001828,CUST00005,2026-03-14,23315.3,netbanking,success,,no_action,False,0.0
PAY001829,CUST00009,2026-03-14,17762.13,card,success,,no_action,False,0.0
PAY001830,CUST00029,2026-03-14,5476.3,wallet,failed,insufficient_funds,reminder,True,5476.3
PAY001831,CUST00038,2026-03-14,9246.65,netbanking,failed,authentication_failed,reminder,True,9246.65
PAY001832,CUST00047,2026-03-14,13562.87,card,failed,network_error,retry,False,0.0
PAY001833,CUST00058,2026-03-14,14718.05,card,success,,no_action,False,0.0
PAY001834,CUST00065,2026-03-14,12499.12,netbanking,success,,no_action,False,0.0
PAY001835,CUST00066,2026-03-14,8574.75,wallet,failed,expired_card,reminder,True,8574.75
PAY001836,CUST00071,2026-03-14,2643.26,card,success,,no_action,False,0.0
PAY001837,CUST00075,2026-03-14,18397.35,card,success,,no_action,False,0.0
PAY001838,CUST00077,2026-03-14,16122.73,netbanking,success,,no_action,False,0.0
PAY001839,CUST00082,2026-03-14,20776.23,upi,success,,no_action,False,0.0
PAY001840,CUST00085,2026-03-14,14535.61,card,success,,no_action,False,0.0
PAY001841,CUST00098,2026-03-14,5710.17,card,failed,authentication_failed,payment_link,False,0.0
PAY001842,CUST00104,2026-03-14,897.84,netbanking,failed,authentication_failed,payment_link,False,0.0
PAY001843,CUST00114,2026-03-14,10786.16,wallet,success,,no_action,False,0.0
PAY001844,CUST00130,2026-03-14,14788.95,wallet,success,,no_action,False,0.0
PAY001845,CUST00146,2026-03-14,6624.28,wallet,success,,no_action,False,0.0
PAY001846,CUST00152,2026-03-14,7665.49,card,success,,no_action,False,0.0
PAY001847,CUST00160,2026-03-14,12176.85,card,success,,no_action,False,0.0
PAY001848,CUST00163,2026-03-14,15962.26,card,success,,no_action,False,0.0
PAY001849,CUST00170,2026-03-14,14026.1,card,success,,no_action,False,0.0
PAY001850,CUST00180,2026-03-14,21647.28,upi,success,,no_action,False,0.0
PAY001851,CUST00187,2026-03-14,707.85,upi,success,,no_action,False,0.0
PAY001852,CUST00189,2026-03-14,15523.48,wallet,success,,no_action,False,0.0
PAY001853,CUST00194,2026-03-14,8976.92,wallet,success,,no_action,False,0.0
PAY001854,CUST00195,2026-03-14,8457.14,card,failed,network_error,payment_link,False,0.0
PAY001855,CUST00201,2026-03-14,4920.79,wallet,success,,no_action,False,0.0
PAY001856,CUST00210,2026-03-14,1766.28,netbanking,failed,network_error,escalate,True,1766.28
PAY001857,CUST00216,2026-03-14,8131.26,card,success,,no_action,False,0.0
PAY001858,CUST00224,2026-03-14,9159.93,upi,success,,no_action,False,0.0
PAY001859,CUST00225,2026-03-14,21092.42,netbanking,success,,no_action,False,0.0
PAY001860,CUST00227,2026-03-14,21518.33,upi,failed,network_error,retry,True,21518.33
PAY001861,CUST00228,2026-03-14,4133.56,upi,success,,no_action,False,0.0
PAY001862,CUST00242,2026-03-14,959.5,wallet,success,,no_action,False,0.0
PAY001863,CUST00245,2026-03-14,3588.32,wallet,success,,no_action,False,0.0
PAY001864,CUST00265,2026-03-14,10873.53,netbanking,success,,no_action,False,0.0
PAY001865,CUST00268,2026-03-14,20908.38,wallet,success,,no_action,False,0.0
PAY001866,CUST00271,2026-03-14,30085.54,card,success,,no_action,False,0.0
PAY001867,CUST00282,2026-03-14,3373.59,netbanking,success,,no_action,False,0.0
PAY001868,CUST00289,2026-03-14,3871.58,card,success,,no_action,False,0.0
PAY001869,CUST00292,2026-03-14,7775.06,netbanking,failed,authentication_failed,reminder,True,7775.06
PAY001870,CUST00311,2026-03-14,9137.92,upi,failed,card_declined,reminder,False,0.0
PAY001871,CUST00324,2026-03-14,19776.57,wallet,failed,expired_card,reminder,True,19776.57
PAY001872,CUST00338,2026-03-14,818.29,upi,success,,no_action,False,0.0
PAY001873,CUST00340,2026-03-14,15382.79,card,success,,no_action,False,0.0
PAY001874,CUST00342,2026-03-14,7996.1,card,failed,expired_card,reminder,False,0.0
PAY001875,CUST00354,2026-03-14,12713.29,upi,success,,no_action,False,0.0
PAY001876,CUST00356,2026-03-14,17998.97,card,success,,no_action,False,0.0
PAY001877,CUST00359,2026-03-14,10022.35,netbanking,success,,no_action,False,0.0
PAY001878,CUST00375,2026-03-14,6907.56,wallet,success,,no_action,False,0.0
PAY001879,CUST00378,2026-03-14,20433.82,wallet,failed,timeout,retry,True,20433.82
PAY001880,CUST00385,2026-03-14,21661.45,upi,success,,no_action,False,0.0
PAY001881,CUST00388,2026-03-14,5729.32,card,success,,no_action,False,0.0
PAY001882,CUST00398,2026-03-14,14370.81,card,success,,no_action,False,0.0
PAY001883,CUST00402,2026-03-14,1242.19,card,success,,no_action,False,0.0
PAY001884,CUST00406,2026-03-14,15027.89,wallet,success,,no_action,False,0.0
PAY001885,CUST00411,2026-03-14,1053.72,upi,failed,authentication_failed,reminder,True,1053.72
PAY001886,CUST00412,2026-03-14,9887.42,wallet,success,,no_action,False,0.0
PAY001887,CUST00426,2026-03-14,13167.17,upi,failed,authentication_failed,reminder,True,13167.17
PAY001888,CUST00433,2026-03-14,13909.7,wallet,success,,no_action,False,0.0
PAY001889,CUST00438,2026-03-14,12198.69,card,success,,no_action,False,0.0
PAY001890,CUST00458,2026-03-14,9832.58,netbanking,failed,timeout,retry,True,9832.58
PAY001891,CUST00460,2026-03-14,9580.81,upi,success,,no_action,False,0.0
PAY001892,CUST00465,2026-03-14,9661.84,wallet,failed,card_declined,reminder,False,0.0
PAY001893,CUST00467,2026-03-14,6503.3,netbanking,success,,no_action,False,0.0
PAY001894,CUST00484,2026-03-14,18812.99,wallet,success,,no_action,False,0.0
PAY001895,CUST00487,2026-03-14,2694.38,wallet,success,,no_action,False,0.0
PAY001896,CUST00497,2026-03-14,9237.26,netbanking,success,,no_action,False,0.0
PAY001897,CUST00500,2026-03-14,11902.28,card,success,,no_action,False,0.0
PAY001898,CUST00511,2026-03-14,1594.85,netbanking,success,,no_action,False,0.0
PAY001899,CUST00520,2026-03-14,8370.45,card,success,,no_action,False,0.0
PAY001900,CUST00525,2026-03-14,1385.85,netbanking,failed,expired_card,reminder,True,1385.85
PAY001901,CUST00533,2026-03-14,13884.59,netbanking,failed,network_error,escalate,False,0.0
PAY001902,CUST00545,2026-03-14,17139.31,netbanking,failed,timeout,escalate,False,0.0
PAY001903,CUST00548,2026-03-14,13063.58,wallet,success,,no_action,False,0.0
PAY001904,CUST00550,2026-03-14,14588.23,wallet,success,,no_action,False,0.0
PAY001905,CUST00555,2026-03-14,2271.63,netbanking,success,,no_action,False,0.0
PAY001906,CUST00570,2026-03-14,18090.44,netbanking,success,,no_action,False,0.0
PAY001907,CUST00576,2026-03-14,5663.25,card,success,,no_action,False,0.0
PAY001908,CUST00593,2026-03-14,8872.4,netbanking,failed,card_declined,payment_link,True,8872.4
PAY001909,CUST00618,2026-03-14,2236.05,wallet,success,,no_action,False,0.0
PAY001910,CUST00621,2026-03-14,10882.48,netbanking,success,,no_action,False,0.0
PAY001911,CUST00627,2026-03-14,7457.2,upi,success,,no_action,False,0.0
PAY001912,CUST00640,2026-03-14,18324.45,upi,success,,no_action,False,0.0
PAY001913,CUST00654,2026-03-14,9308.88,card,success,,no_action,False,0.0
PAY001914,CUST00660,2026-03-14,1300.7,netbanking,success,,no_action,False,0.0
PAY001915,CUST00666,2026-03-14,3399.86,card,failed,timeout,payment_link,True,3399.86
PAY001916,CUST00669,2026-03-14,17659.09,upi,success,,no_action,False,0.0
PAY001917,CUST00702,2026-03-14,11534.47,wallet,success,,no_action,False,0.0
PAY001918,CUST00707,2026-03-14,17675.32,wallet,success,,no_action,False,0.0
PAY001919,CUST00712,2026-03-14,6381.69,netbanking,success,,no_action,False,0.0
PAY001920,CUST00715,2026-03-14,17944.15,wallet,success,,no_action,False,0.0
PAY001921,CUST00721,2026-03-14,21874.25,card,success,,no_action,False,0.0
PAY001922,CUST00727,2026-03-14,18757.74,netbanking,success,,no_action,False,0.0
PAY001923,CUST00744,2026-03-14,10499.47,card,success,,no_action,False,0.0
PAY001924,CUST00745,2026-03-14,9877.69,card,success,,no_action,False,0.0
PAY001925,CUST00755,2026-03-14,4642.61,wallet,success,,no_action,False,0.0
PAY001926,CUST00756,2026-03-14,3136.72,upi,success,,no_action,False,0.0
PAY001927,CUST00760,2026-03-14,9045.03,netbanking,success,,no_action,False,0.0
PAY001928,CUST00767,2026-03-14,3717.89,card,failed,expired_card,reminder,True,3717.89
PAY001929,CUST00769,2026-03-14,803.34,netbanking,failed,timeout,retry,True,803.34
PAY001930,CUST00770,2026-03-14,2186.1,card,success,,no_action,False,0.0
PAY001931,CUST00778,2026-03-14,14338.94,upi,success,,no_action,False,0.0
