payment_id,customer_id,payment_date,amount,payment_method,failure_reason,customer_lifetime_value,previous_payment_count,previous_success_count,previous_failure_count,previous_average_amount,customer_success_rate,amount_vs_customer_average,recent_failure_count,recovered
PAY003276,CUST00194,2026-03-24,9660.39,netbanking,insufficient_funds,68007.46,2,2,0,8761.715,1.0,1.102568389864313,0,True
PAY009206,CUST00194,2026-05-24,8743.51,card,timeout,68007.46,10,9,1,8924.149,0.9,0.9797584060956401,0,True
PAY001283,CUST00195,2026-03-10,11633.32,card,expired_card,470480.02,0,0,0,11633.32,0.0,1.0,0,True
PAY001854,CUST00195,2026-03-14,8457.14,card,network_error,470480.02,1,0,1,11633.32,0.0,0.7269756183101642,1,False
PAY004655,CUST00195,2026-04-03,11657.06,upi,timeout,470480.02,3,1,2,9065.763333333334,0.3333333333333333,1.2858332576517733,2,True
PAY002251,CUST00196,2026-03-17,11207.55,netbanking,timeout,451888.75,1,1,0,11129.67,1.0,1.0069975120556134,0,True
PAY007482,CUST00196,2026-04-28,9234.55,upi,card_declined,451888.75,5,4,1,8435.336,0.8,1.0947459591414024,0,True
PAY009028,CUST00196,2026-05-20,9140.92,wallet,expired_card,451888.75,7,5,2,8815.81142857143,0.7142857142857143,1.0368778953659237,1,False
PAY009293,CUST00196,2026-05-26,6593.01,card,timeout,451888.75,8,5,3,8856.45,0.625,0.744430330437139,2,False
PAY002847,CUST00197,2026-03-21,14134.4,wallet,timeout,153970.19,3,3,0,9153.296666666667,1.0,1.544186812110318,0,True
PAY003427,CUST00197,2026-03-25,14861.35,wallet,insufficient_funds,153970.19,4,3,1,10398.5725,0.75,1.4291721291552277,1,False
PAY001284,CUST00198,2026-03-10,8602.91,card,network_error,5200.94,0,0,0,8602.91,0.0,1.0,0,True
PAY002252,CUST00198,2026-03-17,9766.43,netbanking,network_error,5200.94,2,1,1,9580.31,0.5,1.0194273462967274,1,False
PAY003134,CUST00198,2026-03-23,9965.87,card,insufficient_funds,5200.94,3,1,2,9642.35,0.3333333333333333,1.033551986808195,2,False
PAY003715,CUST00198,2026-03-27,8851.12,upi,timeout,5200.94,4,1,3,9723.23,0.25,0.9103065545091499,3,True
PAY002997,CUST00199,2026-03-22,16438.07,card,timeout,217794.63,3,3,0,13931.716666666667,1.0,1.1799026920587676,0,True
PAY003858,CUST00199,2026-03-28,16307.25,upi,insufficient_funds,217794.63,4,3,1,14558.305,0.75,1.120133834261612,1,False
PAY004656,CUST00200,2026-04-03,6332.27,netbanking,insufficient_funds,329079.28,3,3,0,9686.72,1.0,0.6537063113210665,0,True
PAY005338,CUST00200,2026-04-08,9069.25,netbanking,card_declined,329079.28,4,3,1,8848.1075,0.75,1.0249931976979259,1,True
PAY008661,CUST00200,2026-05-13,10231.58,netbanking,network_error,329079.28,8,6,2,8563.10625,0.75,1.194844452619048,0,True
PAY000664,CUST00201,2026-03-06,5295.12,upi,expired_card,223869.1,0,0,0,5295.12,0.0,1.0,0,True
PAY004657,CUST00201,2026-04-03,8101.25,netbanking,expired_card,223869.1,3,2,1,5942.576666666667,0.6666666666666666,1.3632554453090775,1,True
PAY005587,CUST00201,2026-04-10,6685.23,card,card_declined,223869.1,4,2,2,6482.245,0.5,1.031313996925448,1,True
PAY003279,CUST00202,2026-03-24,3991.98,upi,card_declined,239227.16,4,4,0,6312.280000000001,1.0,0.6324149118860379,0,True
PAY001115,CUST00203,2026-03-09,12964.5,upi,authentication_failed,399032.26,1,1,0,15594.41,1.0,0.8313555947291369,0,False
PAY006058,CUST00203,2026-04-14,18692.49,upi,network_error,399032.26,7,6,1,16500.984285714287,0.8571428571428571,1.1328106054972131,0,False
PAY005589,CUST00204,2026-04-10,18503.13,card,insufficient_funds,46973.79,6,6,0,14336.675000000001,1.0,1.2906151530951213,0,True
PAY007570,CUST00204,2026-04-29,14781.24,card,insufficient_funds,46973.79,9,8,1,15090.396666666667,0.8888888888888888,0.9795130192071381,1,True
PAY001985,CUST00205,2026-03-15,9700.54,wallet,insufficient_funds,318305.72,3,3,0,12985.693333333335,1.0,0.747017486936906,0,True
PAY002397,CUST00207,2026-03-18,1880.33,netbanking,card_declined,338033.86,3,3,0,2195.94,1.0,0.8562756723772051,0,True
PAY005941,CUST00207,2026-04-13,1627.72,wallet,authentication_failed,338033.86,6,5,1,2025.6850000000002,0.8333333333333334,0.803540530734048,1,False
PAY008594,CUST00207,2026-05-12,1834.61,card,timeout,338033.86,10,8,2,1994.15,0.8,0.919995988265677,1,True
PAY004660,CUST00208,2026-04-03,9135.38,netbanking,network_error,103569.32,4,4,0,9261.92,1.0,0.9863376060255324,0,True
PAY006175,CUST00208,2026-04-15,9800.66,wallet,network_error,103569.32,5,4,1,9236.612,0.8,1.0610665469113567,1,True
PAY008167,CUST00208,2026-05-06,7036.28,wallet,expired_card,103569.32,8,6,2,8664.75625,0.75,0.8120574655519016,1,False
PAY003430,CUST00209,2026-03-25,13804.27,wallet,expired_card,126197.06,2,2,0,10804.744999999999,1.0,1.2776118270259966,0,False
PAY000939,CUST00210,2026-03-08,1322.43,upi,card_declined,425620.16,0,0,0,1322.43,0.0,1.0,0,True
PAY001856,CUST00210,2026-03-14,1766.28,netbanking,network_error,425620.16,1,0,1,1322.43,0.0,1.3356321317574464,1,True
PAY003563,CUST00210,2026-03-26,1286.98,card,timeout,425620.16,3,1,2,1435.3466666666666,0.3333333333333333,0.8966335658749106,2,True
PAY006934,CUST00210,2026-04-22,1126.8,upi,timeout,425620.16,6,3,3,1361.7716666666668,0.5,0.827451493948447,1,True
PAY008463,CUST00210,2026-05-10,1230.77,wallet,network_error,425620.16,8,4,4,1301.7962499999999,0.5,0.9454398105694344,1,False
PAY000419,CUST00211,2026-03-04,9454.26,wallet,card_declined,210148.3,0,0,0,9454.26,0.0,1.0,0,False
PAY000325,CUST00213,2026-03-03,3698.51,upi,authentication_failed,249716.7,0,0,0,3698.51,0.0,1.0,0,False
PAY001988,CUST00213,2026-03-15,4543.01,upi,expired_card,249716.7,1,0,1,3698.51,0.0,1.2283351944431677,1,False
PAY000326,CUST00214,2026-03-03,18885.5,upi,authentication_failed,329748.72,0,0,0,18885.5,0.0,1.0,0,False
PAY001711,CUST00214,2026-03-13,20283.3,card,expired_card,329748.72,1,0,1,18885.5,0.0,1.0740144555346693,1,False
PAY002115,CUST00215,2026-03-16,11893.81,upi,authentication_failed,376727.42,2,2,0,12848.810000000001,1.0,0.9256740507486684,0,True
PAY002850,CUST00215,2026-03-21,14536.96,upi,expired_card,376727.42,4,3,1,13256.557499999999,0.75,1.096586349812159,1,True
PAY003564,CUST00215,2026-03-26,17720.68,upi,timeout,376727.42,6,4,2,13974.245,0.6666666666666666,1.2680957003401614,2,False
PAY000420,CUST00216,2026-03-04,10254.19,card,expired_card,57760.71,0,0,0,10254.19,0.0,1.0,0,False
PAY001118,CUST00218,2026-03-09,5845.76,netbanking,network_error,261389.09,0,0,0,5845.76,0.0,1.0,0,True
PAY003432,CUST00218,2026-03-25,5782.32,wallet,card_declined,261389.09,3,2,1,7246.22,0.6666666666666666,0.7979774282315468,1,True
PAY003863,CUST00218,2026-03-28,6178.63,upi,card_declined,261389.09,4,2,2,6880.245,0.5,0.8980247069690106,2,True
PAY006403,CUST00218,2026-04-17,7099.38,wallet,card_declined,261389.09,7,4,3,6940.052857142858,0.5714285714285714,1.0229576267121885,2,True
PAY008523,CUST00218,2026-05-11,9122.14,card,timeout,261389.09,10,6,4,7009.841,0.6,1.3013333683317494,1,True
PAY009256,CUST00218,2026-05-25,6685.59,upi,card_declined,261389.09,12,7,5,6970.895,0.5833333333333334,0.9590719699550775,1,False
PAY009446,CUST00218,2026-05-31,5816.46,card,insufficient_funds,261389.09,13,7,6,6948.948461538462,0.5384615384615384,0.8370273620812357,2,False
PAY009682,CUST00218,2026-06-09,5426.49,wallet,expired_card,261389.09,14,7,7,6868.056428571428,0.5,0.7901056225201578,3,False
PAY004533,CUST00219,2026-04-02,7084.7,card,timeout,128353.15,4,4,0,5897.395,1.0,1.201327026593945,0,True
PAY009509,CUST00220,2026-06-02,18429.14,upi,card_declined,230948.6,13,13,0,13354.426153846154,1.0,1.380002389297147,0,True
PAY009414,CUST00222,2026-05-30,21560.13,netbanking,network_error,299748.9,12,12,0,21707.16083333333,1.0,0.9932266207238143,0,True
PAY005343,CUST00223,2026-04-08,18066.63,upi,network_error,446255.83,5,5,0,24520.456,1.0,0.7367982879274351,0,False
PAY004662,CUST00224,2026-04-03,11390.02,card,timeout,361040.61,4,4,0,9459.31,1.0,1.2041068534597132,0,True
PAY000791,CUST00225,2026-03-07,18986.1,netbanking,authentication_failed,416131.74,0,0,0,18986.1,0.0,1.0,0,False
PAY005068,CUST00225,2026-04-06,25499.77,card,authentication_failed,416131.74,3,2,1,24230.91333333333,0.6666666666666666,1.052365201806948,1,False
PAY007403,CUST00225,2026-04-27,27657.31,upi,card_declined,416131.74,6,4,2,24297.485,0.6666666666666666,1.1382787148546445,1,False
PAY008329,CUST00225,2026-05-08,27645.87,wallet,card_declined,416131.74,7,4,3,24777.46,0.5714285714285714,1.1157669107325772,1,False
PAY009708,CUST00225,2026-06-10,34983.2,upi,expired_card,416131.74,11,7,4,25364.93090909091,0.6363636363636364,1.3791955564705227,0,False
PAY004003,CUST00226,2026-03-29,4526.37,card,authentication_failed,449118.01,4,4,0,4563.7325,1.0,0.9918131704695663,0,True
PAY005069,CUST00226,2026-04-06,3500.85,netbanking,timeout,449118.01,5,4,1,4556.26,0.8,0.7683604535298687,1,True
PAY001860,CUST00227,2026-03-14,21518.33,upi,network_error,239963.85,1,1,0,19869.55,1.0,1.0829802386063099,0,True
PAY004139,CUST00227,2026-03-30,22225.37,netbanking,expired_card,239963.85,3,2,1,21442.686666666665,0.6666666666666666,1.036501178490382,1,False
PAY006405,CUST00227,2026-04-17,21199.71,wallet,network_error,239963.85,5,3,2,22748.722,0.6,0.9319077353004709,1,False
PAY003434,CUST00228,2026-03-25,2827.2,netbanking,authentication_failed,127383.67,2,2,0,4146.605,1.0,0.6818107825558499,0,True
PAY004663,CUST00228,2026-04-03,2950.5,netbanking,network_error,127383.67,4,3,1,3392.6075,0.75,0.8696850431415953,1,False
PAY000327,CUST00229,2026-03-03,3032.87,netbanking,insufficient_funds,384077.77,0,0,0,3032.87,0.0,1.0,0,False
PAY006935,CUST00229,2026-04-22,4107.5,upi,network_error,384077.77,8,7,1,3087.6124999999997,0.875,1.330315899420669,0,True
PAY000025,CUST00230,2026-02-28,7451.46,upi,network_error,315240.48,0,0,0,7451.46,0.0,1.0,0,True
PAY001287,CUST00230,2026-03-10,7881.48,card,timeout,315240.48,1,0,1,7451.46,0.0,1.0577094958571878,1,True
PAY003566,CUST00230,2026-03-26,7423.79,wallet,authentication_failed,315240.48,3,1,2,8572.663333333332,0.3333333333333333,0.8659840835150804,2,False
PAY004917,CUST00230,2026-04-05,8502.15,netbanking,timeout,315240.48,4,1,3,8285.445,0.25,1.026154901758445,2,False
PAY001469,CUST00231,2026-03-11,3965.32,netbanking,authentication_failed,43354.26,1,1,0,4903.74,1.0,0.8086317790094908,0,True
PAY006728,CUST00231,2026-04-20,2476.18,upi,authentication_failed,43354.26,6,5,1,4610.125,0.8333333333333334,0.5371177571107074,0,False
PAY008527,CUST00231,2026-05-11,6013.95,card,timeout,43354.26,9,7,2,4388.891111111111,0.7777777777777778,1.3702663948018254,1,True
PAY003002,CUST00232,2026-03-22,15765.59,netbanking,network_error,139498.98,2,2,0,14065.634999999998,1.0,1.1208587454459042,0,False
PAY003720,CUST00232,2026-03-27,11571.4,wallet,expired_card,139498.98,3,2,1,14632.286666666667,0.6666666666666666,0.7908128280701626,1,True
PAY000243,CUST00233,2026-03-02,6955.19,card,authentication_failed,272375.35,0,0,0,6955.19,0.0,1.0,0,True
PAY001712,CUST00233,2026-03-13,5611.82,wallet,timeout,272375.35,1,0,1,6955.19,0.0,0.8068535870335678,1,True
PAY003282,CUST00233,2026-03-24,6182.49,netbanking,expired_card,272375.35,2,0,2,6283.504999999999,0.0,0.9839237813927101,2,False
PAY004918,CUST00233,2026-04-05,3769.72,card,card_declined,272375.35,3,0,3,6249.833333333333,0.0,0.6031712845675885,2,False
PAY005473,CUST00233,2026-04-09,7769.99,card,network_error,272375.35,4,0,4,5629.804999999999,0.0,1.3801525985358287,3,True
PAY003567,CUST00234,2026-03-26,5515.17,wallet,network_error,119474.43,4,4,0,5588.8025,1.0,0.9868249951577284,0,True
PAY002259,CUST00235,2026-03-17,8213.04,card,card_declined,354677.48,2,2,0,7839.844999999999,1.0,1.0476023441789986,0,False
PAY003003,CUST00235,2026-03-22,8141.99,upi,insufficient_funds,354677.48,3,2,1,7964.243333333333,0.6666666666666666,1.0223180858780057,1,False
PAY004406,CUST00235,2026-04-01,10493.38,upi,expired_card,354677.48,4,2,2,8008.68,0.5,1.3102508777975894,2,False
PAY005346,CUST00235,2026-04-08,7392.4,netbanking,network_error,354677.48,5,2,3,8505.619999999999,0.4,0.8691194762991998,3,True
PAY008169,CUST00235,2026-05-06,10853.75,upi,expired_card,354677.48,9,5,4,7595.371111111111,0.5555555555555556,1.4289953500918835,1,False
PAY000423,CUST00237,2026-03-04,13799.46,wallet,network_error,210808.25,0,0,0,13799.46,0.0,1.0,0,False
PAY008249,CUST00237,2026-05-07,12531.53,netbanking,expired_card,210808.25,7,6,1,13993.774285714286,0.8571428571428571,0.8955075124223609,0,True
PAY008726,CUST00237,2026-05-14,13956.1,wallet,card_declined,210808.25,8,6,2,13810.99375,0.75,1.010506575603946,1,True
PAY009729,CUST00238,2026-06-11,26262.54,card,card_declined,212971.04,12,12,0,22967.301666666666,1.0,1.1434752058016393,0,True
PAY001470,CUST00239,2026-03-11,5704.45,wallet,authentication_failed,294119.31,1,1,0,7333.83,1.0,0.7778268653623004,0,True
PAY003568,CUST00240,2026-03-26,10455.96,card,card_declined,429082.36,3,3,0,15612.746666666666,1.0,0.6697066328709191,0,True
PAY004535,CUST00240,2026-04-02,18690.18,wallet,network_error,429082.36,4,3,1,14323.55,0.75,1.3048566870643103,1,True
PAY007306,CUST00240,2026-04-26,14005.4,netbanking,insufficient_funds,429082.36,7,5,2,16184.791428571427,0.7142857142857143,0.8653432490502106,1,True
PAY000026,CUST00241,2026-02-28,7834.31,card,card_declined,193288.61,0,0,0,7834.31,0.0,1.0,0,False
PAY000548,CUST00241,2026-03-05,8016.82,upi,authentication_failed,193288.61,1,0,1,7834.31,0.0,1.023296244340599,1,False
PAY007829,CUST00241,2026-05-02,4817.68,upi,card_declined,193288.61,9,7,2,7466.188888888889,0.7777777777777778,0.6452662893607776,0,True
PAY009170,CUST00242,2026-05-23,918.58,card,card_declined,179120.61,11,11,0,970.6327272727272,1.0,0.9463723756574907,0,True
PAY009481,CUST00242,2026-06-01,1216.92,netbanking,network_error,179120.61,13,12,1,977.53,0.9230769230769231,1.2448927398647613,1,True
PAY005475,CUST00243,2026-04-09,9090.24,netbanking,insufficient_funds,427456.74,4,4,0,9098.47,1.0,0.9990954523123119,0,True
PAY004923,CUST00244,2026-04-05,12789.96,upi,card_declined,212415.53,3,3,0,16028.106666666667,1.0,0.7979707314151473,0,True
PAY000549,CUST00245,2026-03-05,5478.05,card,insufficient_funds,275335.49,0,0,0,5478.05,0.0,1.0,0,True
PAY003436,CUST00245,2026-03-25,7040.03,netbanking,insufficient_funds,275335.49,2,1,1,4533.185,0.5,1.5529986091456667,1,False
PAY008663,CUST00245,2026-05-13,5159.01,netbanking,expired_card,275335.49,11,9,2,5354.486363636363,0.8181818181818182,0.9634929757289342,0,False
PAY001716,CUST00246,2026-03-13,19654.83,wallet,card_declined,114166.65,1,1,0,16504.71,1.0,1.1908618812448084,0,True
PAY002118,CUST00246,2026-03-16,16278.87,netbanking,insufficient_funds,114166.65,2,1,1,18079.77,0.5,0.9003914319706501,1,True
PAY005476,CUST00246,2026-04-09,17204.05,upi,network_error,114166.65,5,3,2,16200.216,0.6,1.0619642355385879,2,False
PAY006938,CUST00246,2026-04-22,16029.12,netbanking,insufficient_funds,114166.65,7,4,3,15739.134285714286,0.5714285714285714,1.0184245022007927,1,True
PAY006177,CUST00247,2026-04-15,11672.22,netbanking,expired_card,220738.81,5,5,0,19785.658000000003,1.0,0.5899333749729222,0,True
PAY009448,CUST00248,2026-05-31,19857.89,card,expired_card,171384.12,11,11,0,24077.34363636364,1.0,0.8247541879997483,0,True
PAY000247,CUST00249,2026-03-02,6462.13,wallet,authentication_failed,205136.75,0,0,0,6462.13,0.0,1.0,0,True
PAY004262,CUST00249,2026-03-31,2695.69,upi,insufficient_funds,205136.75,5,4,1,5461.058,0.8,0.4936204669498108,1,True
PAY006834,CUST00249,2026-04-21,3422.94,wallet,network_error,205136.75,7,5,2,5068.938571428572,0.7142857142857143,0.6752774672184118,1,True
PAY007577,CUST00249,2026-04-29,2349.51,netbanking,authentication_failed,205136.75,8,5,3,4863.18875,0.625,0.48312128539119525,2,True
PAY002853,CUST00250,2026-03-21,7790.21,card,card_declined,236358.12,2,2,0,6996.455,1.0,1.1134510262697324,0,False
PAY003284,CUST00250,2026-03-24,10525.18,card,network_error,236358.12,3,2,1,7261.04,0.6666666666666666,1.4495416634531693,1,True
PAY000667,CUST00251,2026-03-06,6287.47,card,network_error,313017.2,0,0,0,6287.47,0.0,1.0,0,False
PAY002404,CUST00251,2026-03-18,7810.18,card,network_error,313017.2,1,0,1,6287.47,0.0,1.2421816724374033,1,False
PAY003140,CUST00251,2026-03-23,7671.66,netbanking,insufficient_funds,313017.2,2,0,2,7048.825000000001,0.0,1.088360116757048,2,False
PAY004141,CUST00251,2026-03-30,5457.14,upi,insufficient_funds,313017.2,3,0,3,7256.436666666667,0.0,0.7520412911571381,3,True
PAY005206,CUST00251,2026-04-07,6727.68,upi,insufficient_funds,313017.2,4,0,4,6806.6125,0.0,0.988403556100777,3,False
PAY004926,CUST00252,2026-04-05,812.51,upi,timeout,200040.03,4,4,0,828.01,1.0,0.9812804193186072,0,True
PAY007405,CUST00252,2026-04-27,922.14,netbanking,authentication_failed,200040.03,7,6,1,840.9685714285714,0.8571428571428571,1.0965213580259496,1,False
PAY008846,CUST00252,2026-05-16,595.68,wallet,authentication_failed,200040.03,9,7,2,861.1111111111111,0.7777777777777778,0.6917574193548387,1,False
PAY002405,CUST00254,2026-03-18,8250.6,wallet,card_declined,72171.25,1,1,0,11863.41,1.0,0.6954661433769886,0,False
PAY005348,CUST00254,2026-04-08,9810.28,card,timeout,72171.25,4,3,1,10526.455,0.75,0.9319642747724662,1,True
PAY008011,CUST00254,2026-05-04,9502.87,upi,network_error,72171.25,7,5,2,9880.715714285714,0.7142857142857143,0.961759276836655,1,False
PAY000330,CUST00255,2026-03-03,13342.87,upi,expired_card,29890.89,0,0,0,13342.87,0.0,1.0,0,True
PAY003285,CUST00255,2026-03-24,4793.79,wallet,card_declined,29890.89,4,3,1,11765.397500000001,0.75,0.4074481971391106,1,True
PAY005478,CUST00256,2026-04-09,30225.93,upi,timeout,109771.84,4,4,0,25621.1675,1.0,1.179724928616153,0,True
PAY005946,CUST00256,2026-04-13,21541.2,netbanking,network_error,109771.84,5,4,1,26542.120000000003,0.8,0.811585510125039,1,False
PAY008596,CUST00256,2026-05-12,34072.99,netbanking,timeout,109771.84,10,8,2,24752.545000000002,0.8,1.376544916896424,1,True
PAY004007,CUST00257,2026-03-29,19263.41,card,timeout,381808.71,4,4,0,17237.46,1.0,1.1175318173327162,0,True
PAY005594,CUST00257,2026-04-10,14693.3,card,insufficient_funds,381808.71,6,5,1,18147.531666666666,0.8333333333333334,0.8096583199239492,1,False
PAY007308,CUST00257,2026-04-26,22357.18,card,timeout,381808.71,9,7,2,17967.28888888889,0.7777777777777778,1.2443268507707834,2,False
PAY001292,CUST00258,2026-03-10,8534.58,card,expired_card,377244.86,0,0,0,8534.58,0.0,1.0,0,True
PAY005844,CUST00258,2026-04-12,6538.26,upi,expired_card,377244.86,5,4,1,8761.304,0.8,0.7462656243865069,0,True
PAY007130,CUST00258,2026-04-24,7393.09,netbanking,insufficient_funds,377244.86,6,4,2,8390.796666666667,0.6666666666666666,0.8810951204871686,1,True
PAY007941,CUST00258,2026-05-03,10511.12,upi,network_error,377244.86,7,4,3,8248.267142857143,0.5714285714285714,1.274342818673429,2,True
PAY004927,CUST00259,2026-04-05,929.46,wallet,insufficient_funds,129874.41,4,4,0,1295.3975,1.0,0.7175094903301882,0,False
PAY006287,CUST00259,2026-04-16,1130.93,netbanking,timeout,129874.41,5,4,1,1222.2099999999998,0.8,0.9253156167925317,1,True
PAY007832,CUST00259,2026-05-02,1345.84,wallet,authentication_failed,129874.41,7,5,2,1248.982857142857,0.7142857142857143,1.0775488168658383,2,True
PAY003286,CUST00260,2026-03-24,26819.66,card,insufficient_funds,14594.73,3,3,0,22022.376666666667,1.0,1.217836766936902,0,False
PAY000425,CUST00261,2026-03-04,19172.71,card,authentication_failed,499954.38,0,0,0,19172.71,0.0,1.0,0,True
PAY002856,CUST00264,2026-03-21,1742.71,wallet,timeout,475057.81,2,2,0,1786.6499999999999,1.0,0.9754064870008117,0,True
PAY003439,CUST00265,2026-03-25,9141.73,upi,authentication_failed,15088.11,2,2,0,10894.93,1.0,0.8390811138759037,0,True
PAY005479,CUST00265,2026-04-09,12039.05,wallet,card_declined,15088.11,4,3,1,11164.1775,0.75,1.0783642592568956,1,True
PAY008253,CUST00265,2026-05-07,11215.4,card,insufficient_funds,15088.11,7,5,2,11442.925714285713,0.7142857142857143,0.9801164737090216,1,False
PAY008989,CUST00265,2026-05-19,11031.73,netbanking,insufficient_funds,15088.11,9,6,3,11276.625555555556,0.6666666666666666,0.9782829043716091,1,False
PAY009355,CUST00265,2026-05-28,14319.43,upi,insufficient_funds,15088.11,10,6,4,11252.136,0.6,1.2725965985480445,2,True
PAY000029,CUST00266,2026-02-28,16515.89,netbanking,expired_card,67479.38,0,0,0,16515.89,0.0,1.0,0,True
PAY001124,CUST00266,2026-03-09,16423.84,netbanking,expired_card,67479.38,1,0,1,16515.89,0.0,0.9944265794940509,1,False
PAY002857,CUST00266,2026-03-21,24192.65,netbanking,authentication_failed,67479.38,4,2,2,16451.475,0.5,1.470545954086184,2,False
PAY000030,CUST00267,2026-02-28,7479.15,upi,insufficient_funds,284164.94,0,0,0,7479.15,0.0,1.0,0,True
PAY002263,CUST00267,2026-03-17,8441.28,upi,insufficient_funds,284164.94,3,2,1,6781.419999999999,0.6666666666666666,1.244765845501385,1,False
PAY005480,CUST00267,2026-04-09,5949.33,wallet,expired_card,284164.94,6,4,2,6267.838333333333,0.6666666666666666,0.9491837031533732,1,True
PAY006616,CUST00267,2026-04-19,5302.52,netbanking,card_declined,284164.94,8,5,3,6120.11375,0.625,0.8664087330076177,1,False
PAY007578,CUST00267,2026-04-29,5477.84,wallet,network_error,284164.94,9,5,4,6029.27,0.5555555555555556,0.9085411666752359,2,True
PAY008600,CUST00267,2026-05-12,6362.85,card,authentication_failed,284164.94,11,6,5,5925.171818181818,0.5454545454545454,1.073867593252762,2,True
PAY008990,CUST00267,2026-05-19,8241.48,netbanking,card_declined,284164.94,12,6,6,5961.645,0.5,1.3824171013201891,3,False
PAY002704,CUST00268,2026-03-20,19340.85,upi,authentication_failed,351235.16,2,2,0,17764.5,1.0,1.088735962171747,0,True
PAY007579,CUST00268,2026-04-29,15078.21,wallet,network_error,351235.16,8,7,1,15753.585,0.875,0.9571288059194145,0,True
PAY001294,CUST00270,2026-03-10,8433.98,card,expired_card,375223.2,0,0,0,8433.98,0.0,1.0,0,True
PAY003007,CUST00270,2026-03-22,8803.2,upi,network_error,375223.2,1,0,1,8433.98,0.0,1.0437776708031086,1,True
PAY005726,CUST00270,2026-04-11,8933.31,card,timeout,375223.2,3,1,2,7913.360000000001,0.3333333333333333,1.1288896246347946,1,True
PAY008601,CUST00272,2026-05-12,11756.98,card,network_error,58508.88,10,10,0,16598.248,1.0,0.7083265655507738,0,False
PAY009032,CUST00272,2026-05-20,14676.52,wallet,authentication_failed,58508.88,11,10,1,16158.132727272727,0.9090909090909091,0.9083054488856892,1,True
PAY009389,CUST00272,2026-05-29,18603.77,wallet,insufficient_funds,58508.88,12,10,2,16034.665,0.8333333333333334,1.1602219316711637,2,False
PAY001995,CUST00273,2026-03-15,23412.56,wallet,insufficient_funds,159418.84,1,1,0,18346.41,1.0,1.2761384924898114,0,True
PAY000128,CUST00274,2026-03-01,15427.44,wallet,card_declined,479295.55,0,0,0,15427.44,0.0,1.0,0,False
PAY004010,CUST00274,2026-03-29,12018.21,wallet,timeout,479295.55,4,3,1,16200.965,0.75,0.7418206261170245,1,True
PAY001125,CUST00275,2026-03-09,3786.56,upi,network_error,358932.28,0,0,0,3786.56,0.0,1.0,0,True
PAY001996,CUST00275,2026-03-15,3750.97,netbanking,timeout,358932.28,1,0,1,3786.56,0.0,0.9906009676328911,1,False
PAY004011,CUST00275,2026-03-29,4445.16,wallet,timeout,358932.28,3,1,2,4002.5533333333333,0.3333333333333333,1.1105810790778552,2,False
PAY004792,CUST00275,2026-04-04,6391.17,upi,timeout,358932.28,4,1,3,4113.205,0.25,1.5538175218594745,3,False
PAY006182,CUST00275,2026-04-15,2657.69,netbanking,authentication_failed,358932.28,6,2,4,4307.888333333333,0.3333333333333333,0.616935675754517,2,False
PAY008083,CUST00275,2026-05-05,3042.86,card,timeout,358932.28,8,3,5,4092.59375,0.375,0.7435040431266847,1,False
PAY008602,CUST00275,2026-05-12,5420.19,upi,timeout,358932.28,9,3,6,3975.956666666667,0.3333333333333333,1.3632417187645403,2,False
PAY003288,CUST00276,2026-03-24,14867.79,card,timeout,346854.14,3,3,0,14286.943333333335,1.0,1.0406557689153477,0,True
PAY006183,CUST00276,2026-04-15,16871.85,upi,expired_card,346854.14,6,5,1,13126.368333333334,0.8333333333333334,1.2853402838891335,1,False
PAY003290,CUST00278,2026-03-24,6043.11,upi,authentication_failed,425895.15,2,2,0,7853.79,1.0,0.7694514368222221,0,True
PAY005600,CUST00279,2026-04-10,22484.63,netbanking,timeout,64922.26,4,4,0,18595.7225,1.0,1.2091291424681134,0,False
PAY008413,CUST00280,2026-05-09,7507.22,card,card_declined,392404.5,11,11,0,8270.032727272728,1.0,0.9077618248405304,0,False
PAY001296,CUST00281,2026-03-10,18017.99,card,expired_card,217047.12,1,1,0,16760.24,1.0,1.0750436747922465,0,True
PAY006291,CUST00281,2026-04-16,20971.21,upi,card_declined,217047.12,6,5,1,17977.70666666667,0.8333333333333334,1.1665119688977754,0,False
PAY005077,CUST00282,2026-04-06,5255.89,netbanking,network_error,255450.59,3,3,0,3863.53,1.0,1.3603854506112285,0,True
PAY008334,CUST00282,2026-05-08,3275.54,wallet,insufficient_funds,255450.59,7,6,1,4000.6771428571433,0.8571428571428571,0.8187463979312073,0,True
PAY009756,CUST00282,2026-06-13,3594.88,card,authentication_failed,255450.59,11,9,2,3768.764545454546,0.8181818181818182,0.9538616585468929,0,True
PAY002266,CUST00283,2026-03-17,13435.2,netbanking,expired_card,425539.94,1,1,0,17034.14,1.0,0.7887219431095436,0,False
PAY001597,CUST00285,2026-03-12,13550.27,card,card_declined,319614.63,2,2,0,17439.975,1.0,0.7769661367060446,0,False
PAY001298,CUST00286,2026-03-10,15484.18,netbanking,authentication_failed,355117.78,1,1,0,14474.18,1.0,1.0697794279192328,0,True
PAY002858,CUST00286,2026-03-21,12820.68,wallet,network_error,355117.78,2,1,1,14979.18,0.5,0.8558999891849888,1,True
PAY004541,CUST00286,2026-04-02,19883.31,netbanking,network_error,355117.78,3,1,2,14259.68,0.3333333333333333,1.3943728049998318,2,True
PAY006292,CUST00286,2026-04-16,17152.91,wallet,network_error,355117.78,5,2,3,15562.866,0.4,1.1021690991877717,2,False
